protein_id,length,n_homologs,mode,n_homologs_used,n_homologs_avail,p,K,drafter_accuracy,mean_accepted,mean_tokens_per_step,acceptance_rate,n_steps,ref_source
P01308,110,64,prefix,64,64,12,4,0.9455,3.44,4.4,0.8866,25,query_3di
P01308,110,64,prefix,64,64,12,8,0.9455,6.4,7.3333,0.8,15,query_3di
P01308,110,64,prefix,64,64,12,12,0.9455,8.1667,9.1667,0.6806,12,query_3di
P01308,110,64,prefix,64,64,12,16,0.9455,10.1,11.0,0.6601,10,query_3di
P01308,110,64,prefix,64,64,16,1,0.9455,0.9643,1.9643,0.9643,56,query_3di
P01308,110,64,prefix,64,64,16,2,0.9455,1.8462,2.8205,0.9231,39,query_3di
P01308,110,64,prefix,64,64,16,4,0.9455,3.44,4.4,0.8866,25,query_3di
P01308,110,64,prefix,64,64,16,8,0.9455,6.4,7.3333,0.8,15,query_3di
P01308,110,64,prefix,64,64,16,12,0.9455,8.1667,9.1667,0.6806,12,query_3di
P01308,110,64,prefix,64,64,16,16,0.9455,10.1,11.0,0.6601,10,query_3di
P01542,46,4,static,4,64,,1,0.4565,0.3939,1.3939,0.3939,33,query_3di
P01542,46,4,static,4,64,,2,0.4565,0.5333,1.5333,0.2712,30,query_3di
P01542,46,4,static,4,64,,4,0.4565,0.7037,1.7037,0.1863,27,query_3di
P01542,46,4,static,4,64,,8,0.4565,0.84,1.84,0.1154,25,query_3di
P01542,46,4,static,4,64,,12,0.4565,0.84,1.84,0.0792,25,query_3di
P01542,46,4,static,4,64,,16,0.4565,0.84,1.84,0.0614,25,query_3di
P01542,46,4,prefix,4,64,1,1,0.4783,0.4375,1.4375,0.4375,32,query_3di
P01542,46,4,prefix,4,64,1,2,0.4783,0.5862,1.5862,0.2982,29,query_3di
P01542,46,4,prefix,4,64,1,4,0.4783,0.7692,1.7692,0.2041,26,query_3di
P01542,46,4,prefix,4,64,1,8,0.4783,0.9167,1.9167,0.1264,24,query_3di
P01542,46,4,prefix,4,64,1,12,0.4783,0.9167,1.9167,0.087,24,query_3di
P01542,46,4,prefix,4,64,1,16,0.4783,0.9167,1.9167,0.0675,24,query_3di
P01542,46,4,prefix,4,64,2,1,0.4783,0.4375,1.4375,0.4375,32,query_3di
P01542,46,4,prefix,4,64,2,2,0.4783,0.5862,1.5862,0.2982,29,query_3di
P01542,46,4,prefix,4,64,2,4,0.4783,0.7692,1.7692,0.2041,26,query_3di
P01542,46,4,prefix,4,64,2,8,0.4783,0.9167,1.9167,0.1264,24,query_3di
P01542,46,4,prefix,4,64,2,12,0.4783,0.9167,1.9167,0.087,24,query_3di
P01542,46,4,prefix,4,64,2,16,0.4783,0.9167,1.9167,0.0675,24,query_3di
P01542,46,4,prefix,4,64,4,1,0.4783,0.4375,1.4375,0.4375,32,query_3di
P01542,46,4,prefix,4,64,4,2,0.4783,0.5862,1.5862,0.2982,29,query_3di
P01542,46,4,prefix,4,64,4,4,0.4783,0.7692,1.7692,0.2041,26,query_3di
P01542,46,4,prefix,4,64,4,8,0.4783,0.9167,1.9167,0.1264,24,query_3di
P01542,46,4,prefix,4,64,4,12,0.4783,0.9167,1.9167,0.087,24,query_3di
P01542,46,4,prefix,4,64,4,16,0.4783,0.9167,1.9167,0.0675,24,query_3di
P01542,46,4,prefix,4,64,8,1,0.4783,0.4375,1.4375,0.4375,32,query_3di
P01542,46,4,prefix,4,64,8,2,0.4783,0.5862,1.5862,0.2982,29,query_3di
P01542,46,4,prefix,4,64,8,4,0.4783,0.7692,1.7692,0.2041,26,query_3di
P01542,46,4,prefix,4,64,8,8,0.4783,0.9167,1.9167,0.1264,24,query_3di
P01542,46,4,prefix,4,64,8,12,0.4783,0.9167,1.9167,0.087,24,query_3di
P01542,46,4,prefix,4,64,8,16,0.4783,0.9167,1.9167,0.0675,24,query_3di
P01542,46,4,prefix,4,64,12,1,0.4783,0.4375,1.4375,0.4375,32,query_3di
P01542,46,4,prefix,4,64,12,2,0.4783,0.5862,1.5862,0.2982,29,query_3di
P01542,46,4,prefix,4,64,12,4,0.4783,0.7692,1.7692,0.2041,26,query_3di
P01542,46,4,prefix,4,64,12,8,0.4783,0.9167,1.9167,0.1264,24,query_3di
P01542,46,4,prefix,4,64,12,12,0.4783,0.9167,1.9167,0.087,24,query_3di
P01542,46,4,prefix,4,64,12,16,0.4783,0.9167,1.9167,0.0675,24,query_3di
P01542,46,4,prefix,4,64,16,1,0.4783,0.4375,1.4375,0.4375,32,query_3di
P01542,46,4,prefix,4,64,16,2,0.4783,0.5862,1.5862,0.2982,29,query_3di
P01542,46,4,prefix,4,64,16,4,0.4783,0.7692,1.7692,0.2041,26,query_3di
P01542,46,4,prefix,4,64,16,8,0.4783,0.9167,1.9167,0.1264,24,query_3di
P01542,46,4,prefix,4,64,16,12,0.4783,0.9167,1.9167,0.087,24,query_3di
P01542,46,4,prefix,4,64,16,16,0.4783,0.9167,1.9167,0.0675,24,query_3di
P01542,46,8,static,8,64,,1,0.413,0.3939,1.3939,0.3939,33,query_3di
P01542,46,8,static,8,64,,2,0.413,0.4839,1.4839,0.2459,31,query_3di
P01542,46,8,static,8,64,,4,0.413,0.6429,1.6429,0.1698,28,query_3di
P01542,46,8,static,8,64,,8,0.413,0.7037,1.7037,0.096,27,query_3di
P01542,46,8,static,8,64,,12,0.413,0.7037,1.7037,0.0657,27,query_3di
P01542,46,8,static,8,64,,16,0.413,0.7037,1.7037,0.0508,27,query_3di
P01542,46,8,prefix,8,64,1,1,0.4783,0.4375,1.4375,0.4375,32,query_3di
P01542,46,8,prefix,8,64,1,2,0.4783,0.5862,1.5862,0.2982,29,query_3di
P01542,46,8,prefix,8,64,1,4,0.4783,0.7692,1.7692,0.2041,26,query_3di
P01542,46,8,prefix,8,64,1,8,0.4783,0.9167,1.9167,0.1264,24,query_3di
P01542,46,8,prefix,8,64,1,12,0.4783,0.9167,1.9167,0.087,24,query_3di
P01542,46,8,prefix,8,64,1,16,0.4783,0.9167,1.9167,0.0675,24,query_3di
P01542,46,8,prefix,8,64,2,1,0.4783,0.4375,1.4375,0.4375,32,query_3di
P01542,46,8,prefix,8,64,2,2,0.4783,0.5862,1.5862,0.2982,29,query_3di
P01542,46,8,prefix,8,64,2,4,0.4783,0.7692,1.7692,0.2041,26,query_3di
P01542,46,8,prefix,8,64,2,8,0.4783,0.9167,1.9167,0.1264,24,query_3di
P01542,46,8,prefix,8,64,2,12,0.4783,0.9167,1.9167,0.087,24,query_3di
P01542,46,8,prefix,8,64,2,16,0.4783,0.9167,1.9167,0.0675,24,query_3di
P01542,46,8,prefix,8,64,4,1,0.4783,0.4375,1.4375,0.4375,32,query_3di
P01542,46,8,prefix,8,64,4,2,0.4783,0.5862,1.5862,0.2982,29,query_3di
P01542,46,8,prefix,8,64,4,4,0.4783,0.7692,1.7692,0.2041,26,query_3di
P01542,46,8,prefix,8,64,4,8,0.4783,0.9167,1.9167,0.1264,24,query_3di
P01542,46,8,prefix,8,64,4,12,0.4783,0.9167,1.9167,0.087,24,query_3di
P01542,46,8,prefix,8,64,4,16,0.4783,0.9167,1.9167,0.0675,24,query_3di
P01542,46,8,prefix,8,64,8,1,0.4783,0.4375,1.4375,0.4375,32,query_3di
P01542,46,8,prefix,8,64,8,2,0.4783,0.5862,1.5862,0.2982,29,query_3di
P01542,46,8,prefix,8,64,8,4,0.4783,0.7692,1.7692,0.2041,26,query_3di
P01542,46,8,prefix,8,64,8,8,0.4783,0.9167,1.9167,0.1264,24,query_3di
P01542,46,8,prefix,8,64,8,12,0.4783,0.9167,1.9167,0.087,24,query_3di
P01542,46,8,prefix,8,64,8,16,0.4783,0.9167,1.9167,0.0675,24,query_3di
P01542,46,8,prefix,8,64,12,1,0.4783,0.4375,1.4375,0.4375,32,query_3di
P01542,46,8,prefix,8,64,12,2,0.4783,0.5862,1.5862,0.2982,29,query_3di
P01542,46,8,prefix,8,64,12,4,0.4783,0.7692,1.7692,0.2041,26,query_3di
P01542,46,8,prefix,8,64,12,8,0.4783,0.9167,1.9167,0.1264,24,query_3di
P01542,46,8,prefix,8,64,12,12,0.4783,0.9167,1.9167,0.087,24,query_3di
P01542,46,8,prefix,8,64,12,16,0.4783,0.9167,1.9167,0.0675,24,query_3di
P01542,46,8,prefix,8,64,16,1,0.4783,0.4375,1.4375,0.4375,32,query_3di
P01542,46,8,prefix,8,64,16,2,0.4783,0.5862,1.5862,0.2982,29,query_3di
P01542,46,8,prefix,8,64,16,4,0.4783,0.7692,1.7692,0.2041,26,query_3di
P01542,46,8,prefix,8,64,16,8,0.4783,0.9167,1.9167,0.1264,24,query_3di
P01542,46,8,prefix,8,64,16,12,0.4783,0.9167,1.9167,0.087,24,query_3di
P01542,46,8,prefix,8,64,16,16,0.4783,0.9167,1.9167,0.0675,24,query_3di
P01542,46,16,static,16,64,,1,0.3913,0.3529,1.3529,0.3529,34,query_3di
P01542,46,16,static,16,64,,2,0.3913,0.4839,1.4839,0.2459,31,query_3di
P01542,46,16,static,16,64,,4,0.3913,0.5862,1.5862,0.1545,29,query_3di
P01542,46,16,static,16,64,,8,0.3913,0.6429,1.6429,0.0874,28,query_3di
P01542,46,16,static,16,64,,12,0.3913,0.6429,1.6429,0.0598,28,query_3di
P01542,46,16,static,16,64,,16,0.3913,0.6429,1.6429,0.0462,28,query_3di
P01542,46,16,prefix,16,64,1,1,0.5217,0.4375,1.4375,0.4375,32,query_3di
P01542,46,16,prefix,16,64,1,2,0.5217,0.7037,1.7037,0.3585,27,query_3di
P01542,46,16,prefix,16,64,1,4,0.5217,0.9167,1.9167,0.2444,24,query_3di
P01542,46,16,prefix,16,64,1,8,0.5217,1.0909,2.0909,0.1519,22,query_3di
P01542,46,16,prefix,16,64,1,12,0.5217,1.0909,2.0909,0.1048,22,query_3di
P01542,46,16,prefix,16,64,1,16,0.5217,1.0909,2.0909,0.0814,22,query_3di
P01542,46,16,prefix,16,64,2,1,0.5217,0.4839,1.4839,0.4839,31,query_3di
P01542,46,16,prefix,16,64,2,2,0.5217,0.7037,1.7037,0.3585,27,query_3di
P01542,46,16,prefix,16,64,2,4,0.5217,0.9167,1.9167,0.2444,24,query_3di
P01542,46,16,prefix,16,64,2,8,0.5217,1.0909,2.0909,0.1519,22,query_3di
P01542,46,16,prefix,16,64,2,12,0.5217,1.0909,2.0909,0.1048,22,query_3di
P01542,46,16,prefix,16,64,2,16,0.5217,1.0909,2.0909,0.0814,22,query_3di
P01542,46,16,prefix,16,64,4,1,0.5217,0.4839,1.4839,0.4839,31,query_3di
P01542,46,16,prefix,16,64,4,2,0.5217,0.7037,1.7037,0.3585,27,query_3di
P01542,46,16,prefix,16,64,4,4,0.5217,0.9167,1.9167,0.2444,24,query_3di
P01542,46,16,prefix,16,64,4,8,0.5217,1.0909,2.0909,0.1519,22,query_3di
P01542,46,16,prefix,16,64,4,12,0.5217,1.0909,2.0909,0.1048,22,query_3di
P01542,46,16,prefix,16,64,4,16,0.5217,1.0909,2.0909,0.0814,22,query_3di
P01542,46,16,prefix,16,64,8,1,0.5217,0.4839,1.4839,0.4839,31,query_3di
P01542,46,16,prefix,16,64,8,2,0.5217,0.7037,1.7037,0.3585,27,query_3di
P01542,46,16,prefix,16,64,8,4,0.5217,0.9167,1.9167,0.2444,24,query_3di
P01542,46,16,prefix,16,64,8,8,0.5217,1.0909,2.0909,0.1519,22,query_3di
P01542,46,16,prefix,16,64,8,12,0.5217,1.0909,2.0909,0.1048,22,query_3di
P01542,46,16,prefix,16,64,8,16,0.5217,1.0909,2.0909,0.0814,22,query_3di
P01542,46,16,prefix,16,64,12,1,0.5217,0.4839,1.4839,0.4839,31,query_3di
P01542,46,16,prefix,16,64,12,2,0.5217,0.7037,1.7037,0.3585,27,query_3di
P01542,46,16,prefix,16,64,12,4,0.5217,0.9167,1.9167,0.2444,24,query_3di
P01542,46,16,prefix,16,64,12,8,0.5217,1.0909,2.0909,0.1519,22,query_3di
P01542,46,16,prefix,16,64,12,12,0.5217,1.0909,2.0909,0.1048,22,query_3di
P01542,46,16,prefix,16,64,12,16,0.5217,1.0909,2.0909,0.0814,22,query_3di
P01542,46,16,prefix,16,64,16,1,0.5217,0.4839,1.4839,0.4839,31,query_3di
P01542,46,16,prefix,16,64,16,2,0.5217,0.7037,1.7037,0.3585,27,query_3di
P01542,46,16,prefix,16,64,16,4,0.5217,0.9167,1.9167,0.2444,24,query_3di
P01542,46,16,prefix,16,64,16,8,0.5217,1.0909,2.0909,0.1519,22,query_3di
P01542,46,16,prefix,16,64,16,12,0.5217,1.0909,2.0909,0.1048,22,query_3di
P01542,46,16,prefix,16,64,16,16,0.5217,1.0909,2.0909,0.0814,22,query_3di
P01542,46,32,static,32,64,,1,0.3913,0.3429,1.3143,0.3429,35,query_3di
P01542,46,32,static,32,64,,2,0.3913,0.4688,1.4375,0.2381,32,query_3di
P01542,46,32,static,32,64,,4,0.3913,0.5667,1.5333,0.1491,30,query_3di
P01542,46,32,static,32,64,,8,0.3913,0.6207,1.5862,0.0841,29,query_3di
P01542,46,32,static,32,64,,12,0.3913,0.6207,1.5862,0.0575,29,query_3di
P01542,46,32,static,32,64,,16,0.3913,0.6207,1.5862,0.0443,29,query_3di
P01542,46,32,prefix,32,64,1,1,0.5,0.4242,1.3939,0.4242,33,query_3di
P01542,46,32,prefix,32,64,1,2,0.5,0.6207,1.5862,0.3158,29,query_3di
P01542,46,32,prefix,32,64,1,4,0.5,0.88,1.84,0.234,25,query_3di
P01542,46,32,prefix,32,64,1,8,0.5,0.9583,1.9167,0.1322,24,query_3di
P01542,46,32,prefix,32,64,1,12,0.5,0.9583,1.9167,0.0924,24,query_3di
P01542,46,32,prefix,32,64,1,16,0.5,0.9583,1.9167,0.0723,24,query_3di
P01542,46,32,prefix,32,64,2,1,0.5435,0.4688,1.4375,0.4688,32,query_3di
P01542,46,32,prefix,32,64,2,2,0.5435,0.7407,1.7037,0.3774,27,query_3di
P01542,46,32,prefix,32,64,2,4,0.5435,1.0435,2.0,0.2791,23,query_3di
P01542,46,32,prefix,32,64,2,8,0.5435,1.1364,2.0909,0.1582,22,query_3di
P01542,46,32,prefix,32,64,2,12,0.5435,1.1364,2.0909,0.1111,22,query_3di
P01542,46,32,prefix,32,64,2,16,0.5435,1.1364,2.0909,0.0871,22,query_3di
P01542,46,32,prefix,32,64,4,1,0.5435,0.4688,1.4375,0.4688,32,query_3di
P01542,46,32,prefix,32,64,4,2,0.5435,0.7407,1.7037,0.3774,27,query_3di
P01542,46,32,prefix,32,64,4,4,0.5435,1.0435,2.0,0.2791,23,query_3di
P01542,46,32,prefix,32,64,4,8,0.5435,1.1364,2.0909,0.1582,22,query_3di
P01542,46,32,prefix,32,64,4,12,0.5435,1.1364,2.0909,0.1111,22,query_3di
P01542,46,32,prefix,32,64,4,16,0.5435,1.1364,2.0909,0.0871,22,query_3di
P01542,46,32,prefix,32,64,8,1,0.5435,0.4688,1.4375,0.4688,32,query_3di
P01542,46,32,prefix,32,64,8,2,0.5435,0.7407,1.7037,0.3774,27,query_3di
P01542,46,32,prefix,32,64,8,4,0.5435,1.0435,2.0,0.2791,23,query_3di
P01542,46,32,prefix,32,64,8,8,0.5435,1.1364,2.0909,0.1582,22,query_3di
P01542,46,32,prefix,32,64,8,12,0.5435,1.1364,2.0909,0.1111,22,query_3di
P01542,46,32,prefix,32,64,8,16,0.5435,1.1364,2.0909,0.0871,22,query_3di
P01542,46,32,prefix,32,64,12,1,0.5435,0.4688,1.4375,0.4688,32,query_3di
P01542,46,32,prefix,32,64,12,2,0.5435,0.7407,1.7037,0.3774,27,query_3di
P01542,46,32,prefix,32,64,12,4,0.5435,1.0435,2.0,0.2791,23,query_3di
P01542,46,32,prefix,32,64,12,8,0.5435,1.1364,2.0909,0.1582,22,query_3di
P01542,46,32,prefix,32,64,12,12,0.5435,1.1364,2.0909,0.1111,22,query_3di
P01542,46,32,prefix,32,64,12,16,0.5435,1.1364,2.0909,0.0871,22,query_3di
P01542,46,32,prefix,32,64,16,1,0.5435,0.4688,1.4375,0.4688,32,query_3di
P01542,46,32,prefix,32,64,16,2,0.5435,0.7407,1.7037,0.3774,27,query_3di
P01542,46,32,prefix,32,64,16,4,0.5435,1.0435,2.0,0.2791,23,query_3di
P01542,46,32,prefix,32,64,16,8,0.5435,1.1364,2.0909,0.1582,22,query_3di
P01542,46,32,prefix,32,64,16,12,0.5435,1.1364,2.0909,0.1111,22,query_3di
P01542,46,32,prefix,32,64,16,16,0.5435,1.1364,2.0909,0.0871,22,query_3di
P01542,46,64,static,64,64,,1,0.3478,0.3429,1.3143,0.3429,35,query_3di
P01542,46,64,static,64,64,,2,0.3478,0.3824,1.3529,0.194,34,query_3di
P01542,46,64,static,64,64,,4,0.3478,0.4688,1.4375,0.123,32,query_3di
P01542,46,64,static,64,64,,8,0.3478,0.5161,1.4839,0.0696,31,query_3di
P01542,46,64,static,64,64,,12,0.3478,0.5161,1.4839,0.0475,31,query_3di
P01542,46,64,static,64,64,,16,0.3478,0.5161,1.4839,0.0365,31,query_3di
P01542,46,64,prefix,64,64,1,1,0.5,0.4688,1.4375,0.4688,32,query_3di
P01542,46,64,prefix,64,64,1,2,0.5,0.6207,1.5862,0.3158,29,query_3di
P01542,46,64,prefix,64,64,1,4,0.5,0.88,1.84,0.234,25,query_3di
P01542,46,64,prefix,64,64,1,8,0.5,0.9583,1.9167,0.1322,24,query_3di
P01542,46,64,prefix,64,64,1,12,0.5,0.9583,1.9167,0.0924,24,query_3di
P01542,46,64,prefix,64,64,1,16,0.5,0.9583,1.9167,0.0723,24,query_3di
P01542,46,64,prefix,64,64,2,1,0.5217,0.5161,1.4839,0.5161,31,query_3di
P01542,46,64,prefix,64,64,2,2,0.5217,0.7407,1.7037,0.3774,27,query_3di
P01542,46,64,prefix,64,64,2,4,0.5217,0.88,1.84,0.234,25,query_3di
P01542,46,64,prefix,64,64,2,8,0.5217,1.0435,2.0,0.1446,23,query_3di
P01542,46,64,prefix,64,64,2,12,0.5217,1.0435,2.0,0.0996,23,query_3di
P01542,46,64,prefix,64,64,2,16,0.5217,1.0435,2.0,0.0772,23,query_3di
P01542,46,64,prefix,64,64,4,1,0.5217,0.5161,1.4839,0.5161,31,query_3di
P01542,46,64,prefix,64,64,4,2,0.5217,0.7407,1.7037,0.3774,27,query_3di
P01542,46,64,prefix,64,64,4,4,0.5217,0.88,1.84,0.234,25,query_3di
P01542,46,64,prefix,64,64,4,8,0.5217,1.0435,2.0,0.1446,23,query_3di
P01542,46,64,prefix,64,64,4,12,0.5217,1.0435,2.0,0.0996,23,query_3di
P01542,46,64,prefix,64,64,4,16,0.5217,1.0435,2.0,0.0772,23,query_3di
P01542,46,64,prefix,64,64,8,1,0.5217,0.5161,1.4839,0.5161,31,query_3di
P01542,46,64,prefix,64,64,8,2,0.5217,0.7407,1.7037,0.3774,27,query_3di
P01542,46,64,prefix,64,64,8,4,0.5217,0.88,1.84,0.234,25,query_3di
P01542,46,64,prefix,64,64,8,8,0.5217,1.0435,2.0,0.1446,23,query_3di
P01542,46,64,prefix,64,64,8,12,0.5217,1.0435,2.0,0.0996,23,query_3di
P01542,46,64,prefix,64,64,8,16,0.5217,1.0435,2.0,0.0772,23,query_3di
P01542,46,64,prefix,64,64,12,1,0.5217,0.5161,1.4839,0.5161,31,query_3di
P01542,46,64,prefix,64,64,12,2,0.5217,0.7407,1.7037,0.3774,27,query_3di
P01542,46,64,prefix,64,64,12,4,0.5217,0.88,1.84,0.234,25,query_3di
P01542,46,64,prefix,64,64,12,8,0.5217,1.0435,2.0,0.1446,23,query_3di
P01542,46,64,prefix,64,64,12,12,0.5217,1.0435,2.0,0.0996,23,query_3di
P01542,46,64,prefix,64,64,12,16,0.5217,1.0435,2.0,0.0772,23,query_3di
P01542,46,64,prefix,64,64,16,1,0.5217,0.5161,1.4839,0.5161,31,query_3di
P01542,46,64,prefix,64,64,16,2,0.5217,0.7407,1.7037,0.3774,27,query_3di
P01542,46,64,prefix,64,64,16,4,0.5217,0.88,1.84,0.234,25,query_3di
P01542,46,64,prefix,64,64,16,8,0.5217,1.0435,2.0,0.1446,23,query_3di
P01542,46,64,prefix,64,64,16,12,0.5217,1.0435,2.0,0.0996,23,query_3di
P01542,46,64,prefix,64,64,16,16,0.5217,1.0435,2.0,0.0772,23,query_3di
P02452,1464,4,static,4,64,,1,0.9959,0.9932,1.9918,0.9932,735,query_3di
P02452,1464,4,static,4,64,,2,0.9959,1.9898,2.9878,0.9959,490,query_3di
P02452,1464,4,static,4,64,,4,0.9959,3.9493,4.9459,0.9873,296,query_3di
P02452,1464,4,static,4,64,,8,0.9959,7.7725,8.7665,0.9767,167,query_3di
P02452,1464,4,static,4,64,,12,0.9959,11.5214,12.5128,0.9656,117,query_3di
P02452,1464,4,static,4,64,,16,0.9959,15.0989,16.0879,0.9482,91,query_3di
P02452,1464,4,prefix,4,64,1,1,0.9959,0.9932,1.9918,0.9932,735,query_3di
P02452,1464,4,prefix,4,64,1,2,0.9959,1.9898,2.9878,0.9959,490,query_3di
P02452,1464,4,prefix,4,64,1,4,0.9959,3.9493,4.9459,0.9873,296,query_3di
P02452,1464,4,prefix,4,64,1,8,0.9959,7.7725,8.7665,0.9767,167,query_3di
P02452,1464,4,prefix,4,64,1,12,0.9959,11.5214,12.5128,0.9656,117,query_3di
P02452,1464,4,prefix,4,64,1,16,0.9959,15.0989,16.0879,0.9482,91,query_3di
P02452,1464,4,prefix,4,64,2,1,0.9959,0.9932,1.9918,0.9932,735,query_3di
P02452,1464,4,prefix,4,64,2,2,0.9959,1.9898,2.9878,0.9959,490,query_3di
P02452,1464,4,prefix,4,64,2,4,0.9959,3.9493,4.9459,0.9873,296,query_3di
P02452,1464,4,prefix,4,64,2,8,0.9959,7.7725,8.7665,0.9767,167,query_3di
P02452,1464,4,prefix,4,64,2,12,0.9959,11.5214,12.5128,0.9656,117,query_3di
P02452,1464,4,prefix,4,64,2,16,0.9959,15.0989,16.0879,0.9482,91,query_3di
P02452,1464,4,prefix,4,64,4,1,0.9959,0.9946,1.9946,0.9946,734,query_3di
P02452,1464,4,prefix,4,64,4,2,0.9959,1.9837,2.9817,0.9929,491,query_3di
P02452,1464,4,prefix,4,64,4,4,0.9959,3.9493,4.9459,0.989,296,query_3di
P02452,1464,4,prefix,4,64,4,8,0.9959,7.7725,8.7665,0.9745,167,query_3di
P02452,1464,4,prefix,4,64,4,12,0.9959,11.5214,12.5128,0.9635,117,query_3di
P02452,1464,4,prefix,4,64,4,16,0.9959,15.0989,16.0879,0.9463,91,query_3di
P02452,1464,4,prefix,4,64,8,1,0.9973,0.9946,1.9946,0.9946,734,query_3di
P02452,1464,4,prefix,4,64,8,2,0.9973,1.9898,2.9878,0.9949,490,query_3di
P02452,1464,4,prefix,4,64,8,4,0.9973,3.9661,4.9627,0.9941,295,query_3di
P02452,1464,4,prefix,4,64,8,8,0.9973,7.8788,8.8727,0.9848,165,query_3di
P02452,1464,4,prefix,4,64,8,12,0.9973,11.7391,12.7304,0.979,115,query_3di
P02452,1464,4,prefix,4,64,8,16,0.9973,15.4607,16.4494,0.9663,89,query_3di
P02452,1464,4,prefix,4,64,12,1,0.9973,0.9946,1.9946,0.9946,734,query_3di
P02452,1464,4,prefix,4,64,12,2,0.9973,1.9898,2.9878,0.9949,490,query_3di
P02452,1464,4,prefix,4,64,12,4,0.9973,3.9661,4.9627,0.9941,295,query_3di
P02452,1464,4,prefix,4,64,12,8,0.9973,7.8788,8.8727,0.9848,165,query_3di
P02452,1464,4,prefix,4,64,12,12,0.9973,11.7391,12.7304,0.979,115,query_3di
P02452,1464,4,prefix,4,64,12,16,0.9973,15.4607,16.4494,0.9663,89,query_3di
P02452,1464,4,prefix,4,64,16,1,0.9973,0.9946,1.9946,0.9946,734,query_3di
P02452,1464,4,prefix,4,64,16,2,0.9973,1.9898,2.9878,0.9949,490,query_3di
P02452,1464,4,prefix,4,64,16,4,0.9973,3.9661,4.9627,0.9941,295,query_3di
P02452,1464,4,prefix,4,64,16,8,0.9973,7.8788,8.8727,0.9848,165,query_3di
P02452,1464,4,prefix,4,64,16,12,0.9973,11.7391,12.7304,0.979,115,query_3di
P02452,1464,4,prefix,4,64,16,16,0.9973,15.4607,16.4494,0.9663,89,query_3di
P02452,1464,8,static,8,64,,1,0.9959,0.9932,1.9918,0.9932,735,query_3di
P02452,1464,8,static,8,64,,2,0.9959,1.9898,2.9878,0.9959,490,query_3di
P02452,1464,8,static,8,64,,4,0.9959,3.9493,4.9459,0.9873,296,query_3di
P02452,1464,8,static,8,64,,8,0.9959,7.7725,8.7665,0.9767,167,query_3di
P02452,1464,8,static,8,64,,12,0.9959,11.5214,12.5128,0.9656,117,query_3di
P02452,1464,8,static,8,64,,16,0.9959,15.0989,16.0879,0.9482,91,query_3di
P02452,1464,8,prefix,8,64,1,1,0.9959,0.9932,1.9918,0.9932,735,query_3di
P02452,1464,8,prefix,8,64,1,2,0.9959,1.9898,2.9878,0.9959,490,query_3di
P02452,1464,8,prefix,8,64,1,4,0.9959,3.9493,4.9459,0.9873,296,query_3di
P02452,1464,8,prefix,8,64,1,8,0.9959,7.7725,8.7665,0.9767,167,query_3di
P02452,1464,8,prefix,8,64,1,12,0.9959,11.5214,12.5128,0.9656,117,query_3di
P02452,1464,8,prefix,8,64,1,16,0.9959,15.0989,16.0879,0.9482,91,query_3di
P02452,1464,8,prefix,8,64,2,1,0.9959,0.9932,1.9918,0.9932,735,query_3di
P02452,1464,8,prefix,8,64,2,2,0.9959,1.9898,2.9878,0.9959,490,query_3di
P02452,1464,8,prefix,8,64,2,4,0.9959,3.9493,4.9459,0.9873,296,query_3di
P02452,1464,8,prefix,8,64,2,8,0.9959,7.7725,8.7665,0.9767,167,query_3di
P02452,1464,8,prefix,8,64,2,12,0.9959,11.5214,12.5128,0.9656,117,query_3di
P02452,1464,8,prefix,8,64,2,16,0.9959,15.0989,16.0879,0.9482,91,query_3di
P02452,1464,8,prefix,8,64,4,1,0.9966,0.9946,1.9946,0.9946,734,query_3di
P02452,1464,8,prefix,8,64,4,2,0.9966,1.9898,2.9878,0.9959,490,query_3di
P02452,1464,8,prefix,8,64,4,4,0.9966,3.9493,4.9459,0.989,296,query_3di
P02452,1464,8,prefix,8,64,4,8,0.9966,7.8253,8.8193,0.9811,166,query_3di
P02452,1464,8,prefix,8,64,4,12,0.9966,11.6293,12.6207,0.9726,116,query_3di
P02452,1464,8,prefix,8,64,4,16,0.9966,15.2778,16.2667,0.9575,90,query_3di
P02452,1464,8,prefix,8,64,8,1,0.9973,0.9946,1.9946,0.9946,734,query_3di
P02452,1464,8,prefix,8,64,8,2,0.9973,1.9898,2.9878,0.9949,490,query_3di
P02452,1464,8,prefix,8,64,8,4,0.9973,3.9661,4.9627,0.9941,295,query_3di
P02452,1464,8,prefix,8,64,8,8,0.9973,7.8788,8.8727,0.9848,165,query_3di
P02452,1464,8,prefix,8,64,8,12,0.9973,11.7391,12.7304,0.979,115,query_3di
P02452,1464,8,prefix,8,64,8,16,0.9973,15.4607,16.4494,0.9663,89,query_3di
P02452,1464,8,prefix,8,64,12,1,0.9966,0.9946,1.9946,0.9946,734,query_3di
P02452,1464,8,prefix,8,64,12,2,0.9966,1.9837,2.9817,0.9919,491,query_3di
P02452,1464,8,prefix,8,64,12,4,0.9966,3.9493,4.9459,0.9898,296,query_3di
P02452,1464,8,prefix,8,64,12,8,0.9966,7.8253,8.8193,0.9782,166,query_3di
P02452,1464,8,prefix,8,64,12,12,0.9966,11.6293,12.6207,0.9698,116,query_3di
P02452,1464,8,prefix,8,64,12,16,0.9966,15.2778,16.2667,0.9549,90,query_3di
P02452,1464,8,prefix,8,64,16,1,0.9966,0.9946,1.9946,0.9946,734,query_3di
